"Ref","Name","Location","Type"
"K-3941","Grundy Forest","US-TN","State Natural Area"
"K-3942","Haley-jaqueth","US-TN","Wildlife Management Area"
"K-3943","Haynes Bottom","US-TN","Wildlife Management Area"
"K-3944","Hickory Flats","US-TN","Wildlife Management Area"
"K-3945","Hop-in","US-TN","Refuge"
"K-3946","Horns Bluff Refuge","US-TN","Wildlife Management Area"
"K-3947","Jackson Swamp","US-TN","Wildlife Management Area"
"K-3948","John Tully","US-TN","Wildlife Management Area"
"K-3949","Kyker Bottoms","US-TN","Refuge"
"K-3950","Lauderdale Waterfowl","US-TN","Wildlife Management Area"
"K-3951","Laurel Hill","US-TN","Wildlife Management Area"
"K-3952","M.T.S.U.","US-TN","Wildlife Management Area"
"K-3953","Maness Swamp","US-TN","State Wildlife Management Area"
"K-3954","Mingo Swamp","US-TN","Wildlife Management Area"
"K-3955","Moss Island","US-TN","Wildlife Management Area"
"K-3956","Murfree Springs","US-TN","State Wildlife Management Area"
"K-3957","Natchez Trace State Forest and","US-TN","Wildlife Management Area"
"K-3958","North Chickamauga Creek","US-TN","Wildlife Management Area"
"K-3959","Obion River","US-TN","Wildlife Management Area"
"K-3960","Reelfoot","US-TN","State Wildlife Management Area"
"K-3961","South Fork Waterfowl","US-TN","Refuge"
"K-3962","The Boils","US-TN","State Wildlife Management Area"
"K-3963","Three Rivers","US-TN","Wildlife Management Area"
"K-3964","Tumbleweed","US-TN","Wildlife Management Area"
"K-3965","White Lake","US-TN","Refuge"
"K-3966","White Oak","US-TN","Wildlife Management Area"
"K-3967","Whites Mill","US-TN","Refuge"
"K-3968","Williamsport","US-TN","Wildlife Management Area"
"K-3969","Wolf River","US-TN","Wildlife Management Area"
"K-3970","Yanahli","US-TN","Wildlife Management Area"
"K-3971","Prentice Cooper","US-TN","Wildlife Management Area"
"K-3972","Natural Bridge","US-VA","State Park"
"K-3973","Amelia","US-VA","Wildlife Management Area"
"K-3974","Briery Creek","US-VA","Wildlife Management Area"
"K-3975","C.F. Phelps","US-VA","Wildlife Management Area"
"K-3976","Cavalier","US-VA","Wildlife Management Area"
"K-3977","Chickahominy","US-VA","Wildlife Management Area"
"K-3978","Clinch Mountain","US-VA","Wildlife Management Area"
"K-3979","Crooked Creek","US-VA","Wildlife Management Area"
"K-3980","Dick Cross","US-VA","Wildlife Management Area"
"K-3981","Fairystone Farms","US-VA","Wildlife Management Area"
"K-3982","Featherfin","US-VA","Wildlife Management Area"
"K-3983","Game Farm Marsh","US-VA","Wildlife Management Area"
"K-3984","Goshen and Little North Mountain","US-VA","Wildlife Management Area"
"K-3985","Hardware River","US-VA","Wildlife Management Area"
"K-3986","Havens","US-VA","Wildlife Management Area"
"K-3987","Hidden Valley","US-VA","Wildlife Management Area"
"K-3988","Highland","US-VA","Wildlife Management Area"
"K-3989","Hog Island","US-VA","Wildlife Management Area"
"K-3990","Horsepen Lake","US-VA","Wildlife Management Area"
"K-3991","James River","US-VA","Wildlife Management Area"
"K-3992","Land's End","US-VA","Wildlife Management Area"
"K-3993","Merrimac Farm","US-VA","Wildlife Management Area"
"K-3994","Mockhorn Island","US-VA","Wildlife Management Area"
"K-3995","Pettigrew","US-VA","Wildlife Management Area"
"K-3996","Powhatan","US-VA","Wildlife Management Area"
"K-3997","Princess Anne","US-VA","Wildlife Management Area"
"K-3998","Ragged Island","US-VA","Wildlife Management Area"
"K-3999","Rapidan","US-VA","Wildlife Management Area"
"K-4000","Saxis","US-VA","Wildlife Management Area"
"K-4001","Stewarts Creek","US-VA","Wildlife Management Area"
"K-4002","Turkeycock","US-VA","Wildlife Management Area"
"K-4003","Weston","US-VA","Wildlife Management Area"
"K-4004","White Oak Mountain","US-VA","Wildlife Management Area"
"K-4005","The Big Survey","US-VA","Wildlife Management Area"
"K-4006","T.M. Gathright","US-VA","Wildlife Management Area"
"K-4007","Short Hills","US-VA","State Wildlife Management Area"
"K-4008","G.R. Thompson","US-VA","Wildlife Management Area"
"K-4009","Ozark","US-MO","National Scenic Riverways"
"K-4010","Heron Haven","US-NE","State Wetland"
"K-4011","Chalco Hills","US-NE","State Recreation Area"
"K-4012","Elkhorn Crossing","US-NE","State River Access Park"
"K-4013","Prairie View","US-NE","State Recreation Area"
"K-4014","Prairie Queen","US-NE","State Recreation Area"
"K-4015","Platte River Landing","US-NE","State River Access Park"
"K-4016","Cottontail","US-NE","State Recreation Area"
"K-4017","Lincoln Saline Wetland","US-NE","State Wetland"
"K-4018","Wildwood Lake","US-NE","State Recreation Area"
"K-4019","Wild Plum","US-NE","State Recreation Area"
"K-4020","Timber Point","US-NE","State Recreation Area"
"K-4021","Red Cedar","US-NE","State Recreation Area"
"K-4022","Merganser","US-NE","State Recreation Area"
"K-4023","Chalkrock","US-NE","Wildlife Management Area"
"K-4024","Bruning Dam","US-NE","State Recreation Area"
"K-4025","Buckley Creek","US-NE","State Recreation Area"
"K-4026","Liberty Cove","US-NE","State Recreation Area"
"K-4027","Lone Star","US-NE","State Recreation Area"
"K-4028","Prairie Lake","US-NE","State Recreation Area"
"K-4029","Roseland Lake","US-NE","State Recreation Area"
"K-4030","Bear Creek","US-NE","Wildlife Management Area"
"K-4031","Big Indian","US-NE","State Recreation Area"
"K-4032","Clatonia","US-NE","Public Use Area"
"K-4033","Cub Creek","US-NE","State Recreation Area"
"K-4034","Leisure Lake","US-NE","Wildlife Management Area"
"K-4035","Swanton","US-NE","Wildlife Management Area"
"K-4036","Walnut Creek","US-NE","Public Use Area"
"K-4037","Willard L. Meyer","US-NE","State Recreation Area"
"K-4038","Wolf-Wildcat","US-NE","Wildlife Management Area"
"K-4039","Maple Creek","US-NE","State Recreation Area"
"K-4040","Maskenthine Lake","US-NE","State Recreation Area"
"K-4041","Pilger","US-NE","State Recreation Area"
"K-4042","Alexander Forest","US-LA","Wildlife Management Area"
"K-4043","Atchafalaya Delta WMA","US-LA","Wildlife Management Area"
"K-4044","Attakapas Island","US-LA","Wildlife Management Area"
"K-4045","Bayou Macon","US-LA","Wildlife Management Area"
"K-4046","Bayou Pierre","US-LA","Wildlife Management Area"
"K-4047","Ben Lilly","US-LA","Conservation Area"
"K-4048","Big Colewa Bayou","US-LA","Wildlife Management Area"
"K-4049","Big Lake","US-LA","Wildlife Management Area"
"K-4050","Biloxi","US-LA","Wildlife Management Area"
"K-4051","Bodcau","US-LA","Wildlife Management Area"
"K-4052","Boeuf","US-LA","Wildlife Management Area"
"K-4053","Buckhorn","US-LA","Wildlife Management Area"
"K-4054","Catahoula Lake","US-LA","Wildlife Management Area"
"K-4055","Clear Creek","US-LA","Wildlife Management Area"
"K-4056","Dewey Wills","US-LA","Wildlife Management Area"
"K-4057","Elbow Slough","US-LA","Wildlife Management Area"
"K-4058","Elm Hall","US-LA","Wildlife Management Area"
"K-4059","Grassy Lake","US-LA","Wildlife Management Area"
"K-4060","Hutchinson Creek","US-LA","Wildlife Management Area"
"K-4061","J. C. ""Sonny"" Gilbert","US-LA","Wildlife Management Area"
"K-4062","Joyce","US-LA","Wildlife Management Area"
"K-4063","Lake Boeuf","US-LA","Wildlife Management Area"
"K-4064","Lake Ramsey Savannah","US-LA","Wildlife Management Area"
"K-4065","Little River","US-LA","Wildlife Management Area"
"K-4066","Loggy Bayou","US-LA","Wildlife Management Area"
"K-4067","Manchac","US-LA","Wildlife Management Area"
"K-4068","Marsh Bayou","US-LA","Wildlife Management Area"
"K-4069","Maurepas Swamp","US-LA","Wildlife Management Area"
"K-4070","Pass-a-Loutre","US-LA","Wildlife Management Area"
"K-4071","Pearl River","US-LA","Wildlife Management Area"
"K-4072","Peason Ridge","US-LA","Wildlife Management Area"
"K-4073","Pointe-aux-Chenes","US-LA","Wildlife Management Area"
"K-4074","Pomme de Terre","US-LA","Wildlife Management Area"
"K-4075","Richard K. Yancey","US-LA","Wildlife Management Area"
"K-4076","Russell Sage","US-LA","Wildlife Management Area"
"K-4077","Sabine Island","US-LA","Wildlife Management Area"
"K-4078","Sabine WMA","US-LA","Wildlife Management Area"
"K-4079","Salvador","US-LA","Wildlife Management Area"
"K-4080","Timken","US-LA","Wildlife Management Area"
"K-4081","Sandy Hollow","US-LA","Wildlife Management Area"
"K-4082","Sherburne","US-LA","Wildlife Management Area"
"K-4083","Soda Lake","US-LA","Wildlife Management Area"
"K-4084","Spring Bayou","US-LA","Wildlife Management Area"
"K-4085","Tangipahoa Parish School Board","US-LA","Wildlife Management Area"
"K-4086","Thistlethwaite","US-LA","Wildlife Management Area"
"K-4087","Tunica Hills","US-LA","Wildlife Management Area"
"K-4088","Walnut Hill","US-LA","Wildlife Management Area"
"K-4089","West Bay","US-LA","Wildlife Management Area"
"K-4090","Upper Mississippi River","US-IL","National Wildlife And Fish Refuge"
"K-4091","Great River","US-IL","National Wildlife Refuge"
"K-4092","Salem Unit of Apple River Canyon","US-IL","State Park"
"K-4093","Clinton Lake","US-IL","State Recreation Area"
"K-4094","Eagle Creek","US-IL","State Park"
"K-4095","Frank Holten","US-IL","State Recreation Area"
"K-4096","Golconda Marina","US-IL","State Recreation Area"
"K-4097","Kickapoo","US-IL","State Recreation Area"
"K-4098","Lincoln Trail Homestead","US-IL","State Park"
"K-4099","Moraine View","US-IL","State Recreation Area"
"K-4100","Prophetstown","US-IL","State Park"
"K-4101","Pyramid","US-IL","State Park"
"K-4102","Randolph County","US-IL","State Recreation Area"
"K-4103","Shabbona Lake","US-IL","State Recreation Area"
"K-4104","Stephen A. Forbes","US-IL","State Recreation Area"
"K-4105","Washington County","US-IL","State Recreation Area"
"K-4106","Weinberg-King","US-IL","State Park"
"K-4107","William W. Powers","US-IL","State Recreation Area"
"K-4108","Banner Marsh","US-IL","State Fish and Wildlife Area"
"K-4109","Big Bend","US-IL","State Fish and Wildlife Area"
"K-4110","Big River","US-IL","State Forest"
"K-4111","Bohm Woods","US-IL","Nature Preserve"
"K-4112","Cache River","US-IL","State Natural Area"
"K-4113","Cape Bend","US-IL","State Fish and Wildlife Area"
"K-4114","Carlyle Lake","US-IL","State Fish and Wildlife Area"
"K-4115","Cedar Glen","US-IL","State Natural Area"
"K-4116","Chouteau Island","US-IL","State Fish and Wildlife Area"
"K-4117","Coffeen Lake","US-IL","State Fish and Wildlife Area"
"K-4118","Copperhead Hollow","US-IL","Wildlife Area"
"K-4119","Crawford County","US-IL","State Fish and Wildlife Area"
"K-4120","Des Plaines","US-IL","State Fish and Wildlife Area"
"K-4121","Devil's Island","US-IL","Wildlife Mgmt Area"
"K-4122","Fall Creek Overlook","US-IL","State Natural Area"
"K-4123","Franklin Creek","US-IL","State Natural Area"
"K-4124","Fults Hill Prairie","US-IL","Nature Preserve"
"K-4125","Goode's Woods","US-IL","Nature Preserve"
"K-4126","Green River","US-IL","State Wildlife Area"
"K-4127","Harry 'Babe' Woodyard","US-IL","State Natural Area"
"K-4128","Henderson County","US-IL","State Fish and Wildlife Area"
"K-4129","Hidden Springs","US-IL","State Forest"
"K-4130","Horseshoe Lake-Alexander","US-IL","State Fish and Wildlife Area"
"K-4131","Illinois Caverns","US-IL","State Natural Area"
"K-4132","Iroquois County","US-IL","State Wildlife Area"
"K-4133","Jim Edgar Panther Creek","US-IL","State Fish and Wildlife Area"
"K-4134","Kaskaskia River","US-IL","State Fish and Wildlife Area"
"K-4135","Kidd Lake Marsh","US-IL","Natural Area"
"K-4136","Kinkaid Lake","US-IL","State Fish and Wildlife Area"
"K-4137","Lowden-Miller","US-IL","State Forest"
"K-4138","Manito PHA","US-IL","Habitat Area"
"K-4139","Marseilles","US-IL","State Fish and Wildlife Area"
"K-4140","Marshall","US-IL","State Fish and Wildlife Area"
"K-4141","Mautino","US-IL","State Fish and Wildlife Area"
"K-4142","Mazonia-Braidwood","US-IL","State Fish and Wildlife Area"
"K-4143","Mermet Lake","US-IL","State Fish and Wildlife Area"
"K-4144","Middle Fork","US-IL","State Fish and Wildlife Area"
"K-4145","Miller-Anderson Woods","US-IL","State Nature Preserve Area"
"K-4146","Mississippi River","US-IL","State Fish and Wildlife Area"
"K-4147","Newton Lake","US-IL","State Fish and Wildlife Area"
"K-4148","Peabody River King","US-IL","State Fish and Wildlife Area"
"K-4149","Piney Creek Ravine","US-IL","State Natural Area"
"K-4150","Ray Norbut","US-IL","State Fish and Wildlife Area"
"K-4151","Sand Ridge","US-IL","State Forest"
"K-4152","Sanganois","US-IL","State Fish and Wildlife Area"
"K-4153","Kalkaskia unit of Shelbyville","US-IL","State Fish and Wildlife Area"
"K-4154","West Okaw unit of Shelbyville","US-IL","State Fish and Wildlife Area"
"K-4155","Sielbeck Forest","US-IL","State Natural Area"
"K-4156","Ten Mile Creek","US-IL","State Fish and Wildlife Area"
"K-4157","Trail of Tears","US-IL","State Forest"
"K-4158","Turkey Bluffs","US-IL","State Fish and Wildlife Area"
"K-4159","Union County","US-IL","State Fish and Wildlife Area"
"K-4160","Volo Bog","US-IL","State Natural Area"
"K-4161","Quakertown on Brookville Lake","US-IN","State Recreation Area"
"K-4162","Mounds on Brookville Lake","US-IN","State Recreation Area"
"K-4163","Cagles Mill Lake","US-IN","State Recreation Area"
"K-4164","Cecil M. Harden Lake","US-IN","State Recreation Area"
"K-4165","Deam Lake","US-IN","State Recreation Area"
"K-4166","Hardy Lake","US-IN","State Recreation Area"
"K-4167","Interlake","US-IN","State Recreation Area"
"K-4168","Frances Slocum on Mississinewa Lake","US-IN","State Recreation Area"
"K-4169","Miami on Mississinewa Lake","US-IN","State Recreation Area"
"K-4170","Hardin Ridge on Monroe Lake","US-IN","State Recreation Area"
"K-4171","Paynetown on Monroe Lake","US-IN","State Recreation Area"
"K-4172","Jackson on Patoka Lake","US-IN","State Recreation Area"
"K-4173","Lick Fork on Patoka Lake","US-IN","State Recreation Area"
"K-4174","Newton Steward on Patoka Lake","US-IN","State Recreation Area"
"K-4175","Tillery Hill on Patoka Lake","US-IN","State Recreation Area"
"K-4176","Redbird","US-IN","State Recreation Area"
"K-4177","Dora-New Holland on Salamonie Lake","US-IN","State Recreation Area"
"K-4178","Lost Bridge on Salamonie Lake","US-IN","State Recreation Area"
"K-4179","Mt Etna on Salamonie Lake","US-IN","State Recreation Area"
"K-4180","Mt Hope on Salamonie Lake","US-IN","State Recreation Area"
"K-4181","Starve Hollow","US-IN","State Recreation Area"
"K-4182","Trine at Pokagon","US-IN","State Recreation Area"
"K-4183","Atterbury","US-IN","Fish and Wildlife Area"
"K-4184","Baltzell-Lenhart Woods","US-IN","Nature Preserve"
"K-4185","Berns-Meyer","US-IN","Nature Preserve"
"K-4186","Big Walnut - Tall Timbers Trail","US-IN","Nature Preserve"
"K-4187","Blue Grass","US-IN","Fish and Wildlife Area"
"K-4188","Bryan Woods","US-IN","Nature Preserve"
"K-4189","Chamberlain Lake","US-IN","Nature Preserve"
"K-4190","Chinook","US-IN","Fish and Wildlife Area"
"K-4191","Clark","US-IN","State Forest"
"K-4192","Crooked Lake","US-IN","Nature Preserve"
"K-4193","Crosley","US-IN","Fish and Wildlife Area"
"K-4194","Deer Creek","US-IN","Fish and Wildlife Area"
"K-4195","Dunes","US-IN","Nature Preserve"
"K-4196","Dunes Prairie","US-IN","Nature Preserve"
"K-4197","Fairbanks Landing","US-IN","Fish and Wildlife Area"
"K-4198","Ferdinand","US-IN","State Forest"
"K-4199","Glendale","US-IN","Fish and Wildlife Area"
"K-4200","Goose Pond","US-IN","Fish and Wildlife Area"
"K-4201","Greene-Sullivan","US-IN","State Forest"
"K-4202","Hall Woods","US-IN","Nature Preserve"
"K-4203","Harrison-Crawford","US-IN","State Forest"
"K-4204","Hemlock Bluff","US-IN","Nature Preserve"
"K-4205","Hillenbrand","US-IN","Fish and Wildlife Area"
"K-4206","Hoosier Prairie","US-IN","Nature Preserve"
"K-4207","Hovey Lake","US-IN","Fish and Wildlife Area"
"K-4208","J. E. Roush Lake","US-IN","Fish and Wildlife Area"
"K-4209","Jackson-Washington","US-IN","State Forest"
"K-4210","Jasper-Pulaski","US-IN","Fish and Wildlife Area"
"K-4211","Kankakee","US-IN","Fish and Wildlife Area"
"K-4212","Kingsbury","US-IN","Fish and Wildlife Area"
"K-4213","LaSalle","US-IN","Fish and Wildlife Area"
"K-4214","Martin","US-IN","State Forest"
"K-4215","Morgan-Monroe","US-IN","State Forest"
"K-4216","Olin Lake","US-IN","Nature Preserve"
"K-4217","Owen-Putnam","US-IN","State Forest"
"K-4218","Pigeon River","US-IN","Fish and Wildlife Area"
"K-4219","Pike","US-IN","State Forest"
"K-4220","Pipewort Pond Lieber Memorial","US-IN","Nature Preserve"
"K-4221","Pisgah Marsh Area","US-IN","Fish and Wildlife Area"
"K-4222","Portland Arch","US-IN","Nature Preserve"
"K-4223","Reynolds Creek","US-IN","Fish and Wildlife Area"
"K-4224","Salamonie River and Frances Slocum","US-IN","State Forest"
"K-4225","Selmier","US-IN","State Forest"
"K-4226","Shrader-Weaver","US-IN","Nature Preserve"
"K-4227","Splinter Ridge","US-IN","Fish and Wildlife Area"
"K-4228","Sugar Ridge","US-IN","Fish and Wildlife Area"
"K-4229","Tri-County","US-IN","Fish and Wildlife Area"
"K-4230","Twin Swamps","US-IN","Nature Preserve"
"K-4231","Wabashikiﾠ","US-IN","Fish and Wildlife Area"
"K-4232","Wilbur Wright","US-IN","Fish and Wildlife Area"
"K-4233","Willow Slough","US-IN","Fish and Wildlife Area"
"K-4234","Winamac","US-IN","Fish and Wildlife Area"
"K-4235","Yellowwood","US-IN","State Forest"
"K-4236","Upper Mississippi River","US-WI","National Wildlife And Fish Refuge"
"K-4237","St. Croix and Namekagon","US-WI","National Scenic Riverway"
"K-4238","Ice Age Trail","US-WI","National Scenic Trail"
"K-4239","North Country Trail","US-WI","National Scenic Trail"
"K-4240","Mukwonago River Unit of Kettle Morain","US-WI","State Forest"
"K-4241","Lapham Peak Unit of Kettle Morain","US-WI","State Forest"
"K-4242","Fenley","US-WI","State Recreation Area"
"K-4243","Sauk Prairie","US-WI","State Recreation Area"
